issue_id,issue_type,priority,description_length,num_comments,time_to_resolve_hours,time_in_progress_hours,lines_added,lines_deleted,lines_updated_est,total_files_changed,num_commits
IVY-951,Bug,Major,781,3,10.342222222222222,,12,19,12,3,1
IVY-950,Bug,Major,367,2,14.587777777777777,,6,5,5,3,2
IVY-949,Bug,Major,240,1,35.14944444444444,,12,2,2,2,1
IVY-948,Bug,Blocker,589,3,4.2219444444444445,,15,3,3,2,1
IVY-943,Improvement,Minor,526,5,139.01416666666665,,72,0,0,5,1
IVY-941,Bug,Minor,199,2,11.313888888888888,,4,0,0,3,1
IVY-940,Bug,Major,1543,2,23.6675,,7,5,5,2,1
IVY-936,Bug,Major,388,10,365.4502777777778,,7,0,0,2,1
IVY-935,Bug,Major,149,1,0.05305555555555556,,4,3,3,2,1
IVY-932,Bug,Major,173,1,0.2436111111111111,,54,1,1,4,1
IVY-931,Bug,Major,241,5,466.15305555555557,,50,4,4,4,1
IVY-930,Bug,Blocker,1355,1,0.6925,,15,8,8,2,1
IVY-929,Bug,Critical,1855,3,458.45444444444445,,28,7,7,4,1
IVY-928,Bug,Major,345,1,0.0275,,2,1,1,2,1
IVY-927,Bug,Major,242,1,0.08638888888888889,,9,7,7,2,1
IVY-926,Bug,Major,375,2,6.8975,,27,3,3,5,2
IVY-925,Bug,Minor,2676,5,32.21861111111111,,26,1,1,4,1
IVY-924,Bug,Major,96,9,29.0625,,46,1,1,4,2
IVY-923,Bug,Major,542,7,55.695277777777775,,120,33,33,5,2
IVY-921,Improvement,Major,496,1,38.102222222222224,,274,19,19,6,2
IVY-920,Bug,Major,150,1,98.19666666666667,,22,3,3,3,1
IVY-919,Bug,Major,284,1,9.570833333333333,,6,2,2,2,1
IVY-914,Bug,Major,416,7,9.430555555555555,,12,8,8,3,1
IVY-913,Bug,Major,273,3,8.848055555555556,,4,0,0,2,1
IVY-911,Bug,Major,1811,4,128.0822222222222,,83,23,23,12,2
IVY-910,Improvement,Minor,240,2,6.99,,86,23,23,12,2
IVY-909,Improvement,Minor,659,2,154.03083333333333,,79,21,21,10,1
IVY-907,Bug,Major,1033,19,36.045,,79,21,21,10,1
IVY-905,Bug,Major,194,0,169.29166666666666,,26,1,1,2,2
IVY-903,Improvement,Major,0,1,72.06111111111112,,28,10,10,3,1
IVY-901,Bug,Major,120,3,31.72888888888889,,7,0,0,2,1
IVY-898,Bug,Major,463,2,53.1675,,83,2,2,7,1
IVY-894,Bug,Major,704,2,3.486666666666667,,19,0,0,3,1
IVY-892,Improvement,Major,54,1,1.1022222222222222,,171,5,5,10,2
IVY-891,Improvement,Major,111,1,305.95916666666665,,2,1,1,2,1
IVY-888,Bug,Minor,1584,3,72.29722222222222,,61,0,0,4,1
IVY-887,Bug,Major,5189,2,9.733055555555556,,1,1,1,1,1
IVY-886,Bug,Major,325,1,0.03194444444444444,,178,32,32,8,3
IVY-885,Bug,Major,1500,6,296.0830555555556,,32,6,6,3,2
IVY-884,Bug,Major,944,3,4.668333333333333,,15,6,6,3,1
IVY-883,Sub-task,Minor,154,0,0.22194444444444444,,543,21,21,9,1
IVY-882,Bug,Major,335,1,222.8827777777778,,283,132,132,9,1
IVY-880,Bug,Major,428,2,78520.3325,,5,0,0,1,1
IVY-879,Improvement,Major,1129,3,4091.5797222222222,,25,17,17,2,1
IVY-878,New Feature,Major,319,2,36.69722222222222,,11,1,1,3,1
IVY-876,Sub-task,Minor,312,0,3.9875,,109,25,25,8,1
IVY-874,Bug,Major,9373,8,668.5783333333334,,285,28,28,14,1
IVY-873,Bug,Major,140,0,0.08694444444444445,,59,2,2,4,1
IVY-872,Improvement,Major,794,8,983.6166666666667,,46,26,26,6,3
IVY-871,Improvement,Major,700,11,7920.714722222222,,370,8,8,8,2
IVY-868,Bug,Major,140,7,79.72472222222223,,162,36,36,26,3
IVY-867,Bug,Major,711,1,1237.4986111111111,,31,17,17,4,1
IVY-864,Bug,Major,466,4,832.3161111111111,,69,27,27,3,1
IVY-863,Bug,Minor,587,2,8.49,,2786,1766,1766,95,1
IVY-862,Improvement,Major,382,1,0.6233333333333333,,87,45,45,4,1
IVY-861,Bug,Major,629,1,6.397777777777778,,153,56,56,7,1
IVY-860,Bug,Major,290,1,1.2963888888888888,,82,5,5,5,1
IVY-859,Improvement,Major,211,1,8.2275,,161,9,9,15,2
IVY-858,Improvement,Major,204,1,31.727222222222224,,60,0,0,5,1
IVY-857,New Feature,Major,723,3,7.116666666666666,,643,188,188,25,2
IVY-856,Improvement,Major,274,1,2.830277777777778,,52,10,10,4,2
IVY-854,Bug,Major,645,6,1750.981388888889,,30,16,16,1,1
IVY-852,Improvement,Minor,270,4,11.509166666666667,,93,48,48,3,1
IVY-851,Bug,Minor,1361,4,68.6061111111111,,1,0,0,1,1
IVY-849,Improvement,Major,146,4,634.0119444444445,0.3423333333333334,200,110,110,11,2
IVY-848,Improvement,Major,142,6,1085.3325,,121,15,15,9,2
IVY-847,Improvement,Minor,566,6,32.92722222222222,,1,0,0,2,2
IVY-843,Bug,Major,5914,5,432.2030555555556,,103,12,12,6,1
IVY-840,Bug,Major,380,1,6.518055555555556,,2,1,1,2,1
IVY-838,Bug,Major,4461,1,7.1722222222222225,,284,35,35,8,2
IVY-837,Bug,Major,1786,5,3.3469444444444445,,3,2,2,2,1
IVY-836,Improvement,Major,1155,1,12.7325,,9,1,1,2,1
IVY-834,Improvement,Minor,439,1,31.35472222222222,,5,1,1,2,1
IVY-832,Improvement,Major,435,3,34.51555555555556,,8,2,2,2,1
IVY-831,Bug,Major,1348,5,6.7508333333333335,,35,2,2,5,2
IVY-829,New Feature,Major,409,23,990.8941666666667,,2015,157,157,25,2
IVY-828,Bug,Major,186,0,0.058611111111111114,,10,4,4,3,1
IVY-826,Bug,Major,231,1,4.971111111111111,,34,2,2,3,1
IVY-825,Bug,Major,745,2,68.94,,118,18,18,17,1
IVY-823,Improvement,Minor,1591,2,166.18416666666667,,8,2,2,3,1
IVY-821,Bug,Major,1031,1,6.852777777777778,,8,2,2,3,1
IVY-818,Bug,Major,1909,5,2667.593888888889,,31,31,31,6,1
IVY-817,Bug,Major,1307,9,151.04611111111112,,11,4,4,2,2
IVY-816,Bug,Major,613,2,478.49194444444447,,60,5,5,5,2
IVY-815,Bug,Major,600,2,12.420833333333333,,7,3,3,2,1
IVY-814,Bug,Major,2260,6,43.57083333333333,,42,2,2,3,1
IVY-811,Bug,Major,436,4,564.35,,153,25,25,9,3
IVY-809,Bug,Major,2111,6,7.133333333333334,,13,1,1,4,1
IVY-807,Improvement,Major,241,2,14169.290277777778,,24,1,1,2,1
IVY-805,Bug,Major,376,4,50.41777777777778,,104,21,21,4,1
IVY-804,Bug,Major,297,1,81486.09944444445,,0,1,0,1,1
IVY-803,Bug,Major,289,7,2408.0025,,24,9,9,3,1
IVY-802,Bug,Minor,238,3,0.10277777777777777,,2,9,2,2,1
IVY-801,New Feature,Major,617,1,1963.393611111111,,96,13,13,7,1
IVY-800,Improvement,Major,1847,1,1661.5258333333334,,1,0,0,1,1
IVY-798,Improvement,Major,354,2,100.13694444444444,,43,17,17,6,2
IVY-797,Bug,Major,875,2,1033.7541666666666,,12,0,0,3,1
IVY-793,Bug,Trivial,86,5,34356.93472222222,,2,1,1,2,1
IVY-791,Bug,Major,690,2,2.1727777777777777,,13,4,4,2,1
IVY-790,Improvement,Major,205,1,6.910833333333334,,17,6,6,5,1
IVY-788,Bug,Minor,345,1,11.654444444444444,,2,1,1,2,1
IVY-787,Bug,Major,2165,1,111.56916666666666,,15,3,3,3,1
IVY-785,Bug,Major,7138,47,964.5491666666667,,19,10,10,3,1
IVY-784,New Feature,Major,444,1,231.69222222222223,,1812,357,357,107,5
IVY-780,Bug,Major,424,3,355.1402777777778,,52,2,2,4,1
IVY-779,Bug,Major,1059,13,314.3986111111111,,50,3,3,4,1
IVY-778,Bug,Major,412,5,244.73805555555555,,91,0,0,4,1
IVY-777,Bug,Major,414,2,385.125,,198,34,34,8,1
IVY-776,Bug,Major,1121,1,26.11,,23,4,4,3,1
IVY-773,Bug,Major,1524,6,499.86583333333334,,146,20,20,12,4
IVY-772,Bug,Minor,69,2,263.93,,10,2,2,2,1
IVY-771,Bug,Minor,1273,4,315.2558333333333,143.79875333333334,87,1,1,5,2
IVY-770,Improvement,Minor,582,12,21149.618055555555,,282,72,72,9,3
IVY-767,Improvement,Major,148,0,0.3125,,75,0,0,9,1
IVY-766,Improvement,Major,135,0,0.33305555555555555,,75,0,0,9,1
IVY-765,Bug,Major,432,1,2552.4519444444445,,4,0,0,2,1
IVY-764,Improvement,Major,1339,13,1578.3466666666666,,31,140,31,9,4
IVY-763,Bug,Minor,205,1,587.6077777777778,,40,7,7,6,1
IVY-762,Bug,Major,752,3,1877.9672222222223,,74,4,4,5,1
IVY-759,Bug,Critical,259,0,44.89083333333333,,37,11,11,2,1
IVY-757,Improvement,Major,219,1,0.17833333333333334,,620,140,140,12,1
IVY-756,Task,Major,210,0,4.359444444444445,,5,39,5,3,1
IVY-755,Bug,Major,118,1,3.205,,6,4,4,2,1
IVY-753,Improvement,Minor,336,1,853.9327777777778,,1677,238,238,93,3
IVY-752,Bug,Minor,297,1,819.7697222222222,,3,2,2,3,1
IVY-751,Bug,Major,691,1,820.3544444444444,,5,4,4,2,1
IVY-750,Bug,Major,620,4,49.608333333333334,,43,15,15,6,1
IVY-749,Task,Major,410,0,48.02527777777778,,20,18,18,2,1
IVY-748,Task,Major,264,4,48.305,,1,1,1,1,1
IVY-747,Task,Major,69,0,47.492222222222225,,38,0,0,2,1
IVY-745,Improvement,Minor,1412,1,4393.443888888889,,119,9,9,7,1
IVY-744,Bug,Blocker,3216,2,33.43861111111111,,9,6,6,3,1
IVY-743,Bug,Major,6275,1,389.0777777777778,,34,4,4,3,1
IVY-742,New Feature,Major,1655,21,19299.977222222224,,2217,176,176,43,2
IVY-740,New Feature,Major,769,1,198.53194444444443,,438,85,85,53,2
IVY-739,New Feature,Major,691,1,198.7163888888889,,432,86,86,51,2
IVY-737,Bug,Major,1206,2,313.09055555555557,,155,3,3,11,1
IVY-736,Bug,Minor,915,3,20425.105833333335,,77,2,2,5,2
IVY-734,Improvement,Major,1485,1,357.82472222222225,,9,0,0,3,1
IVY-733,Bug,Major,635,3,3221.5619444444446,,15,4,4,1,1
IVY-732,Bug,Major,1211,3,3231.76,,100,0,0,3,1
IVY-731,Bug,Major,865,3,1131.641111111111,,125,22,22,5,1
IVY-729,Bug,Major,197,1,0.20027777777777778,,88,1,1,10,1
IVY-728,Bug,Major,373,1,1.1522222222222223,,29,1,1,4,1
IVY-727,Improvement,Major,41,2,524.9183333333333,,49,16,16,5,1
IVY-726,Bug,Major,226,1,0.43805555555555553,,9,1,1,3,1
IVY-724,Bug,Major,346,1,0.14972222222222223,,64,8,8,3,1
IVY-721,Improvement,Major,135,1,16.420277777777777,,150,5,5,5,1
IVY-720,Bug,Major,634,1,22.373055555555556,,23,4,4,3,1
IVY-717,Bug,Major,436,4,571.0047222222222,,150,13,13,15,1
IVY-716,Bug,Major,2628,8,1033.5841666666668,,440,138,138,15,1
IVY-715,New Feature,Major,749,1,1.531111111111111,,432,227,227,25,2
IVY-714,Bug,Major,118,2,458.6197222222222,,5,3,3,1,1
IVY-713,Bug,Major,141,1,3839.6272222222224,,22,0,0,2,1
IVY-712,Bug,Major,123,0,0.025555555555555557,,5,0,0,2,1
IVY-711,Bug,Major,46,1,986.6144444444444,,3,3,3,1,1
IVY-710,Bug,Major,232,2,17.618333333333332,,52,4,4,2,1
IVY-709,Bug,Major,186,2,21.145555555555557,,5,1,1,2,1
IVY-708,Bug,Major,472,2,5296.009722222222,,108,44,44,9,1
IVY-707,Bug,Major,12917,10,5297.158333333334,,54,3,3,5,2
IVY-705,Bug,Major,352,2,25.105555555555554,,13,17,13,2,2
IVY-704,Improvement,Major,368,4,25.192777777777778,,119,43,43,9,1
IVY-703,Improvement,Major,1194,1,219.69694444444445,,304,133,133,15,1
IVY-702,Bug,Minor,11243,5,5.683055555555556,,4,1,1,3,2
IVY-701,Bug,Major,384,7,15.49638888888889,,16,0,0,2,1
IVY-700,Improvement,Major,744,1,0.9586111111111111,,111,84,84,27,1
IVY-697,New Feature,Minor,165,4,36.676944444444445,,83,1,1,4,1
IVY-696,Bug,Minor,1239,1,1351.3627777777779,,109,6,6,5,1
IVY-694,New Feature,Major,1825,2,1314.2022222222222,,1272,368,368,30,2
IVY-693,Bug,Major,252,2,7.6002777777777775,,51,5,5,3,1
IVY-692,Bug,Major,677,1,1.3472222222222223,,1,1,1,1,1
IVY-690,Bug,Major,967,1,755.8336111111112,,89,11,11,4,1
IVY-688,Improvement,Major,239,1,1.906111111111111,,2,0,0,1,1
IVY-687,Improvement,Major,417,2,106.24972222222222,,7,1,1,2,1
IVY-685,Task,Major,715,1,23.105555555555554,,958,964,958,86,1
IVY-683,Bug,Major,126,1,1422.476111111111,,34,24,24,6,1
IVY-682,Bug,Major,130,0,65.63916666666667,,11,5,5,3,1
IVY-681,Bug,Major,9001,3,2582.160277777778,,440,198,198,10,2
IVY-678,Bug,Major,129,2,4767.5391666666665,,33,7,7,4,2
IVY-676,Bug,Major,1609,0,29.357222222222223,,51,1,1,4,2
IVY-667,Bug,Minor,1154,1,6144.078888888889,,6,2,2,2,1
IVY-665,New Feature,Major,191,1,2005.2419444444445,,586,4,4,11,1
IVY-664,Bug,Major,11,2,2.352222222222222,,48,37,37,6,1
IVY-663,Bug,Major,604,1,0.17916666666666667,,51,22,22,6,1
IVY-662,Improvement,Major,380,1,0.3786111111111111,,146,30,30,4,1
IVY-661,Bug,Minor,1286,2,5840.980833333333,,44,8,8,2,1
IVY-659,Bug,Critical,6250,1,7.676388888888889,,8,0,0,2,1
IVY-656,Bug,Major,367,1,4890.850833333333,,87,16,16,6,1
IVY-655,Improvement,Major,471,1,53.56361111111111,,722,50,50,22,1
IVY-654,New Feature,Major,473,6,42.16388888888889,,2982,1040,1040,94,8
IVY-653,Improvement,Minor,549,1,0.9797222222222223,,226,9,9,8,1
IVY-652,Bug,Major,429,9,6658.843611111111,,6,6,6,2,2
IVY-650,Improvement,Minor,753,6,79.965,,737,11,11,11,1
IVY-649,Improvement,Major,791,1,24.601111111111113,,271,15,15,13,3
IVY-648,New Feature,Major,773,1,236.3425,,2165,331,331,91,3
IVY-646,New Feature,Minor,180,2,46.9175,,24,5,5,3,1
IVY-644,Bug,Major,1755,4,119.05333333333333,,283,56,56,12,3
IVY-639,Bug,Critical,772,2,1.5705555555555555,,1561,680,680,44,4
IVY-638,Bug,Major,344,6,2748.2972222222224,,116,0,0,6,1
IVY-637,Bug,Critical,166,9,2665.7719444444447,,326,27,27,20,3
IVY-636,Bug,Critical,291,2,698.735,,143,8,8,11,1
IVY-635,Bug,Critical,2464,1,317.5752777777778,,229,87,87,10,2
IVY-633,Bug,Major,932,8,5853.305833333333,,133,4,4,3,1
IVY-631,Bug,Major,3361,6,300.1088888888889,,37,6,6,4,1
IVY-630,Bug,Major,5346,5,456.1333333333333,,73,1,1,6,1
IVY-628,Improvement,Major,433,3,978.8736111111111,,1040,559,559,60,6
IVY-626,Improvement,Minor,500,2,23.07,,374,15,15,3,1
IVY-625,Improvement,Major,310,0,149.14055555555555,,38,61,38,6,4
IVY-624,Bug,Major,28833,3,94.32444444444444,,32,1,1,3,1
IVY-620,Bug,Major,1005,0,0.05416666666666667,,56,0,0,4,1
IVY-618,Bug,Blocker,2031,1,2.4044444444444446,,199,14,14,7,3
IVY-616,Improvement,Major,1035,7,1419.6522222222222,,444,8,8,16,1
IVY-614,Bug,Major,107,2,73.33527777777778,73.33110055555555,689,580,580,18,2
IVY-611,Improvement,Major,517,1,26.714444444444446,,3,0,0,2,1
IVY-610,Bug,Critical,6842,0,53.785833333333336,,303,332,303,5,1
IVY-608,New Feature,Minor,436,10,2612.213888888889,,115,88,88,11,2
IVY-604,Bug,Critical,165,1,6.3036111111111115,,5,1,1,2,1
IVY-603,Bug,Major,452,5,207.76833333333335,,38,1,1,4,1
IVY-602,Bug,Major,360,1,0.2638888888888889,,99,6,6,5,1
IVY-601,Bug,Minor,742,3,520.4005555555556,,39,0,0,4,1
IVY-599,Bug,Minor,64,1,2245.7316666666666,,1,1,1,1,1
IVY-595,Bug,Major,725,3,5220.052222222223,,149,3,3,7,1
IVY-592,Bug,Major,764,2,5541.268888888889,,7,3,3,3,1
IVY-591,Task,Major,0,4,2599.9883333333332,,3559,3695,3559,159,21
IVY-590,Bug,Blocker,2645,6,361.7875,,110,13,13,5,1
IVY-589,Improvement,Minor,259,0,4.24,,99,10,10,7,2
IVY-588,New Feature,Minor,425,0,4.374444444444444,,86,15,15,4,1
IVY-587,Improvement,Major,570,0,82.37861111111111,,24,2,2,2,1
IVY-586,Bug,Critical,223,8,7914.6275,,442,74,74,13,5
IVY-583,Bug,Blocker,410,1,1.1697222222222223,,7,1,1,2,1
IVY-579,Bug,Major,853,1,6125.208333333333,,97,51,51,11,1
IVY-578,Bug,Minor,5247,6,8518.3625,,69,2,2,6,1
IVY-576,Task,Major,112,0,702.0502777777778,,258,231,231,2,1
IVY-574,Task,Major,0,0,702.2125,,2,0,0,1,1
IVY-573,Bug,Major,655,4,8860.85611111111,,61,0,0,3,1
IVY-571,Bug,Trivial,200,1,3237.7144444444443,,3,1,1,1,1
IVY-565,New Feature,Major,98,2,0.11027777777777778,,209,22,22,17,1
IVY-564,Improvement,Major,230,1,1.1352777777777778,,147,26,26,7,1
IVY-563,Improvement,Major,252,1,2.062777777777778,,7,1,1,4,1
IVY-558,Improvement,Major,359,2,117.85416666666667,,12918,17229,12918,342,2
IVY-556,Bug,Minor,201,1,0.057777777777777775,,82,55,55,9,1
IVY-555,Bug,Major,434,2,2641.2555555555555,,120,351,120,9,1
IVY-554,Improvement,Trivial,98,3,41076.53111111111,,161,161,161,2,1
IVY-553,Improvement,Major,483,1,4492.733333333334,,286,35,35,26,1
IVY-551,Improvement,Major,140,3,229.18166666666667,,19,16,16,5,1
IVY-550,Bug,Major,233,1,0.1475,,4,1,1,3,1
IVY-548,Bug,Major,735,1,258.6202777777778,,209,22,22,17,1
IVY-545,Improvement,Minor,0,3,8711.336944444445,,148,1,1,2,1
IVY-544,Improvement,Minor,0,6,8711.363611111112,,106,59,59,18,2
IVY-543,Improvement,Trivial,555,2,2933.525833333333,,60,5,5,3,2
IVY-541,Bug,Major,1749,6,8763.423055555555,,113,33,33,7,1
IVY-537,Bug,Major,878,7,6831.796666666667,,611,270,270,18,2
IVY-535,New Feature,Minor,84,3,0.32305555555555554,,16,42,16,1,1
IVY-534,Bug,Minor,242,1,27.412777777777777,,1,1,1,1,1
IVY-530,Improvement,Major,180,3,405.36555555555555,,4,3,3,4,2
IVY-529,Bug,Major,7119,3,2214.405,,23,7,7,2,1
IVY-526,Bug,Major,312,2,202.29527777777778,,14,19,14,3,1
IVY-524,Bug,Major,459,0,0.08805555555555555,,60,43,43,2,1
IVY-522,Bug,Major,97,2,0.4111111111111111,,27,2,2,4,2
IVY-520,Bug,Critical,144,2,817.9930555555555,,191,9,9,4,1
IVY-518,Improvement,Trivial,43,2,159.50583333333333,,1343,1344,1343,56,1
IVY-517,Bug,Minor,515,4,141.86305555555555,,67,2,2,4,1
IVY-514,Bug,Minor,265,2,4659.2138888888885,,13,4,4,3,1
IVY-513,Improvement,Minor,655,0,222.5661111111111,,110,108,108,1,1
IVY-512,Bug,Major,5358,5,8.339166666666667,,108,1,1,8,2
IVY-511,Improvement,Major,358,6,46039.59388888889,,392,368,368,21,3
IVY-509,Bug,Major,157,0,369.79055555555556,,775,166,166,15,1
IVY-508,Bug,Minor,398,0,526.5327777777778,,2,2,2,2,1
IVY-507,Bug,Major,603,2,0.7219444444444445,,63,6,6,6,1
IVY-505,Improvement,Trivial,464,3,181.55777777777777,,87,25,25,9,1
IVY-504,Improvement,Major,138,6,674.8825,,122,5,5,4,1
IVY-502,Bug,Major,203,1,0.043055555555555555,,6,0,0,2,1
IVY-501,Bug,Blocker,440,8,7863.389166666667,,350,11,11,16,1
IVY-500,Bug,Blocker,2290,3,9.82611111111111,,68,2,2,4,1
IVY-499,Improvement,Trivial,127,2,11829.238055555556,,6,2,2,3,2
IVY-498,Improvement,Major,241,2,1007.2955555555556,,3,425,3,8,1
IVY-497,Bug,Major,430,5,8.826666666666666,,150,33,33,29,2
IVY-494,Bug,Major,391,1,969.4888888888889,,44,8,8,3,1
IVY-493,Bug,Critical,289,7,679.8830555555555,,775,166,166,15,1
IVY-492,New Feature,Major,1019,12,5065.557222222223,,734,56,56,15,3
IVY-491,Improvement,Trivial,1443,1,25722.06,,7,10,7,2,1
IVY-489,Bug,Major,573,2,36.1325,,67,7,7,3,1
IVY-488,Bug,Major,0,1,1619.6180555555557,,1,0,0,1,1
IVY-487,Bug,Major,0,1,1259.328888888889,,14,2,2,1,1
IVY-486,Bug,Major,758,6,79.0663888888889,,17,2,2,2,1
IVY-481,Improvement,Major,553,1,1786.4008333333334,,167,32,32,7,1
IVY-480,Improvement,Major,1466,7,4.020277777777777,,16,2,2,2,1
IVY-478,Bug,Major,767,1,341.38138888888886,,6,1,1,2,1
IVY-477,Bug,Major,277,1,412.4036111111111,,60,0,0,5,1
IVY-476,Improvement,Major,69,2,41.742222222222225,,25,3,3,1,1
IVY-475,Bug,Major,1088,1,193.18055555555554,,140,22,22,6,2
IVY-474,Bug,Major,444,3,5667.478888888889,,79,0,0,5,1
IVY-473,Improvement,Major,267,2,1708.3944444444444,,122,5,5,4,1
IVY-471,Bug,Minor,0,2,5771.912222222222,,46,25,25,5,1
IVY-470,Wish,Major,780,2,676.1805555555555,,12652,12643,12643,157,1
IVY-466,Improvement,Major,395,1,6674.374722222222,,556,3,3,18,1
IVY-465,Bug,Major,1098,2,8781.226388888888,,118,12,12,5,1
IVY-464,Improvement,Major,128,3,145.19916666666666,,97,2,2,5,1
IVY-463,Improvement,Major,316,1,67.18972222222222,,126,16,16,10,1
